county/sub_county,total,farming,crop_production,livestock_production,aquaculture,fishing,irrigation,maize,sorghum,rice,potatoes,beans,cassava,sweet_potatoes,wheat,green_grams,bananas,cabbages,tomatoes,onions,ground_nuts,millet,watermelons,kales,sugarcane,cotton,exotic_cattle_0dairy,exotic_cattle_0beef,indigenous_cattle,sheep,goats,camels,donkeys,pigs,indigenous_chicken,exotic_chicken_layers,exotic_chicken_broilers,beehives,rabbits,fish_ponds,fish_cages
EMUHAYA,23804,20210.0,19319,15249,105,108,256,18949.0,1243.0,0.0,671.0,15952.0,8014.0,9938.0,0.0,345.0,15553.0,276.0,604.0,1454.0,2902.0,559.0,0.0,8444.0,3788.0,0.0,1716,182,10821,458,1946,18.0,296,13378.0,247,82,70,486,102,6.0,0.0
VIHIGA,23375,18652.0,17927,14385,87,98,244,17479.0,988.0,0.0,760.0,15281.0,7724.0,9811.0,0.0,628.0,14877.0,415.0,1035.0,1955.0,5400.0,400.0,0.0,7942.0,5077.0,0.0,1985,134,9715,350,3555,1.0,98,12687.0,411,106,34,192,83,4.0,0.0
SABATIA,31422,25789.0,24892,19441,81,134,329,24235.0,958.0,0.0,967.0,21396.0,8626.0,10280.0,0.0,562.0,19856.0,618.0,777.0,2555.0,380.0,318.0,0.0,10952.0,6417.0,0.0,4315,251,11159,735,2787,7.0,329,16937.0,686,188,86,422,78,1.0,0.0
LUANDA,26766,20058.0,18984,14155,78,132,340,18597.0,1178.0,0.0,713.0,14273.0,6315.0,7874.0,0.0,369.0,13598.0,342.0,946.0,1514.0,3421.0,431.0,0.0,8030.0,3636.0,0.0,1745,285,9114,565,2386,8.0,311,12036.0,381,201,31,425,75,3.0,0.0
HAMISI,37986,29042.0,27398,20928,142,153,343,26545.0,793.0,0.0,1111.0,22625.0,10188.0,13041.0,0.0,339.0,20603.0,657.0,1251.0,3960.0,2135.0,354.0,0.0,10880.0,6411.0,0.0,2555,299,14091,838,3721,3.0,290,17620.0,674,244,117,436,140,9.0,0.0
KAKAMEGA FOREST,12,2.0,2,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0
BUNGOMA,358796,280445.0,269979,197318,1530,1944,6310,262063.0,28889.0,0.0,40882.0,222747.0,72760.0,102940.0,7644.0,20851.0,160195.0,11059.0,19364.0,17992.0,93242.0,27667.0,2975.0,96113.0,57105.0,2169.0,32344,5254,113733,25103,40859,4094.0,5377,161433.0,6497,2341,3247,2587,1408,217.0,0.0
BUMULA,44954,39540.0,38672,28094,290,240,488,38051.0,4807.0,0.0,6096.0,33223.0,16773.0,16223.0,1004.0,1814.0,19850.0,855.0,2703.0,1510.0,17551.0,3610.0,645.0,11074.0,4496.0,462.0,2940,596,17744,1592,7213,69.0,1776,23086.0,963,375,161,289,265,30.0,0.0
BUNGOMA CENTRAL,37803,31835.0,30921,23232,153,230,738,30119.0,4485.0,0.0,4099.0,27450.0,8297.0,12083.0,1241.0,4436.0,20570.0,864.0,1723.0,1065.0,17003.0,4904.0,343.0,9915.0,5455.0,242.0,4082,607,12965,2254,5047,210.0,688,19039.0,683,241,212,432,136,21.0,0.0
BUNGOMA EAST,24873,19688.0,18959,13687,74,171,442,18256.0,1493.0,0.0,1926.0,14731.0,3953.0,8274.0,595.0,1149.0,11893.0,512.0,864.0,746.0,6043.0,2087.0,184.0,7232.0,7810.0,115.0,2272,350,8331,1391,2079,3.0,305,11284.0,331,119,281,234,69,12.0,0.0
BUNGOMA NORTH,24998,20848.0,20059,14982,118,184,386,19517.0,1824.0,0.0,1777.0,15116.0,4526.0,7683.0,454.0,693.0,12888.0,606.0,825.0,615.0,2677.0,1754.0,130.0,6828.0,6078.0,94.0,3128,454,8399,3072,1615,9.0,186,12663.0,610,216,310,191,111,11.0,0.0
BUNGOMASOUTH,69151,41443.0,39568,27199,266,285,812,38314.0,4726.0,0.0,6361.0,31823.0,12916.0,17632.0,1084.0,2372.0,22809.0,1227.0,3173.0,2177.0,17721.0,3707.0,499.0,15569.0,12199.0,403.0,5165,707,14109,1722,6598,120.0,671,22116.0,977,360,251,374,248,34.0,0.0
CHEPTAIS,26326,22457.0,21804,15645,139,120,1155,20639.0,975.0,0.0,7171.0,17980.0,2356.0,3228.0,547.0,952.0,10749.0,3274.0,3462.0,6569.0,1909.0,485.0,113.0,8831.0,697.0,135.0,2431,578,9257,3266,3141,2191.0,453,12333.0,508,145,579,68,116,47.0,0.0
KIMILILI,35263,25205.0,24062,16303,131,176,767,23336.0,2139.0,0.0,2304.0,19458.0,5118.0,8562.0,547.0,1769.0,15762.0,874.0,932.0,786.0,6938.0,2002.0,267.0,7785.0,3861.0,187.0,3546,612,8484,2335,2334,54.0,210,12652.0,569,207,150,234,126,15.0,0.0
MT. ELGON,15276,12376.0,11738,9328,49,56,392,11157.0,725.0,0.0,4516.0,8908.0,915.0,1661.0,215.0,107.0,5738.0,1132.0,428.0,1638.0,281.0,1384.0,60.0,3901.0,543.0,47.0,1504,192,6524,2817,1746,970.0,53,7231.0,217,50,408,71,46,4.0,0.0
BUNGOMA WEST,25172,22145.0,21615,16244,102,97,320,21201.0,2853.0,0.0,2344.0,19429.0,6575.0,7261.0,461.0,3689.0,13195.0,585.0,2824.0,831.0,9058.0,2162.0,338.0,7965.0,1001.0,236.0,1656,297,9483,1179,6046,176.0,336,13724.0,467,96,141,159,93,18.0,0.0
TONGAREN,21343,17578.0,16842,12415,88,131,299,16498.0,1351.0,0.0,1450.0,13273.0,2848.0,6384.0,577.0,289.0,9655.0,554.0,849.0,667.0,993.0,1605.0,156.0,5946.0,1805.0,91.0,2453,354,6142,3359,928,21.0,135,10576.0,539,223,236,116,84,12.0,0.0
WEBUYE WEST,32839,26624.0,25732,19484,120,249,511,24971.0,3511.0,0.0,2836.0,21356.0,8483.0,13949.0,919.0,3581.0,17086.0,576.0,1581.0,1388.0,13068.0,3967.0,240.0,11067.0,13160.0,157.0,3166,507,11677,1583,3781,8.0,564,16214.0,632,309,172,418,114,13.0,0.0
MT. ELGON FOREST,798,706.0,7,705,0,5,0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,618,533,331,263.0,0,515.0,1,0,346,1,0,0.0,0.0
BUSIA,198152,148257.0,140668,105208,547,6139,2888,135790.0,53701.0,2206.0,11163.0,99743.0,71591.0,61973.0,0.0,7815.0,51930.0,2572.0,7945.0,3335.0,49979.0,25825.0,1638.0,29615.0,13949.0,2109.0,5059,1928,62969,7555,28082,145.0,29180,88203.0,2895,1331,629,1313,506,57.0,0.0
BUNYALA,19039,12676.0,10930,8488,65,4238,1072,9683.0,7636.0,969.0,856.0,7818.0,2320.0,4834.0,0.0,632.0,1716.0,262.0,1075.0,278.0,1133.0,1148.0,139.0,2081.0,542.0,67.0,211,106,4432,480,3242,6.0,2404,6623.0,195,146,16,38,57,9.0,0.0
BUSIA,33160,19412.0,18083,13445,80,122,357,17526.0,7008.0,131.0,1595.0,12303.0,7957.0,7931.0,0.0,768.0,6163.0,323.0,612.0,669.0,5096.0,2696.0,144.0,4271.0,1623.0,135.0,930,307,7780,1160,2714,17.0,4663,10949.0,511,330,54,201,65,8.0,0.0
BUTULA,32213,26650.0,25677,18428,72,163,332,25235.0,12232.0,189.0,2246.0,18400.0,13465.0,12450.0,0.0,941.0,10573.0,423.0,776.0,599.0,13314.0,6077.0,177.0,5932.0,1850.0,143.0,910,321,12105,1541,2938,10.0,3121,15530.0,454,180,47,234,67,9.0,0.0
NAMBALE,23892,19743.0,19023,14208,82,111,222,18550.0,3728.0,190.0,2030.0,13547.0,9373.0,8284.0,0.0,964.0,8297.0,389.0,1027.0,450.0,7043.0,2707.0,249.0,4405.0,4580.0,199.0,1010,293,9907,1191,2505,34.0,3028,11880.0,624,212,63,160,81,9.0,0.0
SAMIA,23884,19701.0,18636,13616,86,1274,305,18000.0,12364.0,95.0,935.0,15426.0,11002.0,10734.0,0.0,1116.0,4160.0,319.0,979.0,494.0,6163.0,2375.0,168.0,3378.0,717.0,416.0,365,111,7733,1195,4595,4.0,5103,11395.0,152,76,131,227,83,6.0,0.0
TESO NORTH,29395,23180.0,22404,17557,79,103,300,21835.0,4052.0,126.0,1499.0,17479.0,11893.0,10092.0,0.0,1763.0,10942.0,509.0,1891.0,380.0,9374.0,4782.0,320.0,5081.0,981.0,721.0,731,313,9919,885,6294,58.0,3358,15460.0,356,126,195,172,77,6.0,0.0
TESO SOUTH,36569,26895.0,25915,19466,83,128,300,24961.0,6681.0,506.0,2002.0,14770.0,15581.0,7648.0,0.0,1631.0,10079.0,347.0,1585.0,465.0,7856.0,6040.0,441.0,4467.0,3656.0,428.0,902,477,11093,1103,5794,16.0,7503,16366.0,603,261,123,281,76,10.0,0.0
SIAYA,250698,194362.0,184964,129156,828,12741,4389,181114.0,99872.0,1310.0,9298.0,132295.0,59310.0,67040.0,15925.0,60751.0,2906.0,10464.0,10099.0,47293.0,18069.0,1794.0,49344.0,8326.0,3125.0,0.0,3956,1467,85837,35629,43129,3222.0,5145,111991.0,2186,1173,441,1208,564,311.0,0.0
SIAYA,57553,44532.0,42203,29987,133,685,1134,41256.0,24591.0,602.0,2188.0,32778.0,15539.0,18212.0,2070.0,11557.0,684.0,2538.0,2182.0,8777.0,3442.0,406.0,11285.0,1704.0,235.0,0.0,1056,415,19842,8016,8579,193.0,1535,25938.0,485,273,115,229,118,25.0,0.0
GEM,44884,38224.0,36970,25866,146,288,517,36527.0,13982.0,151.0,1719.0,29190.0,14553.0,16761.0,979.0,23395.0,684.0,1755.0,3649.0,10747.0,2474.0,264.0,15097.0,3212.0,186.0,0.0,983,259,17369,7412,6967,389.0,1146,22512.0,364,170,67,362,137,19.0,0.0
UGENYA,33565,27847.0,26882,17066,56,178,347,26465.0,16657.0,216.0,2080.0,22578.0,11484.0,12939.0,957.0,10350.0,505.0,841.0,1173.0,9013.0,3989.0,198.0,6350.0,1218.0,119.0,0.0,435,253,11114,4097,4408,19.0,1325,14554.0,434,246,44,243,51,6.0,0.0
UGUNJA,26328,21054.0,20236,14193,62,167,305,19948.0,9736.0,92.0,1093.0,16029.0,7382.0,9404.0,742.0,8398.0,400.0,632.0,1302.0,5713.0,2376.0,144.0,7122.0,1101.0,112.0,0.0,450,83,9757,3646,2700,19.0,543,12462.0,231,76,25,204,58,7.0,0.0
BONDO,51362,32920.0,30285,22176,321,7604,1042,29263.0,16351.0,141.0,1081.0,15715.0,4506.0,4698.0,3346.0,3437.0,433.0,2444.0,1068.0,2748.0,3296.0,462.0,5371.0,545.0,218.0,0.0,600,239,14597,5720,11645,1154.0,419,19152.0,372,235,105,96,130,220.0,0.0
RARIEDA,37006,29785.0,28388,19868,110,3819,1044,27655.0,18555.0,108.0,1137.0,16005.0,5846.0,5026.0,7831.0,3614.0,200.0,2254.0,725.0,10295.0,2492.0,320.0,4119.0,546.0,2255.0,0.0,432,218,13158,6738,8830,1448.0,177,17373.0,300,173,85,74,70,34.0,0.0
KISUMU,300745,147117.0,133391,99284,783,6084,9692,126050.0,66687.0,10259.0,8789.0,62434.0,37426.0,30515.0,22727.0,38295.0,2447.0,13653.0,9675.0,24973.0,14492.0,2037.0,34752.0,17204.0,2174.0,0.0,4642,1632,60438,34871,34414,1912.0,537,81039.0,2634,1109,375,1082,698,138.0,0.0
KISUMU EAST,61871,16348.0,13516,10354,119,235,875,12302.0,5174.0,695.0,696.0,5060.0,3666.0,3322.0,1334.0,3736.0,252.0,1245.0,877.0,911.0,1432.0,264.0,3698.0,1329.0,161.0,0.0,511,234,5291,2800,3018,58.0,78,7993.0,362,191,33,122,107,22.0,0.0
KISUMU CENTRAL,52331,4157.0,2541,2769,47,289,451,1925.0,602.0,195.0,207.0,1015.0,487.0,451.0,219.0,602.0,115.0,440.0,329.0,352.0,346.0,104.0,1009.0,414.0,39.0,0.0,186,94,799,456,707,21.0,50,2010.0,200,147,12,41,37,15.0,0.0
KISUMU WEST,45933,23207.0,21018,15276,99,1009,538,20287.0,7307.0,141.0,1159.0,12046.0,8682.0,7559.0,1453.0,9943.0,284.0,1572.0,1408.0,4735.0,1759.0,203.0,6149.0,1126.0,98.0,0.0,730,223,9454,2950,4489,32.0,105,12800.0,269,103,22,228,85,16.0,0.0
SEME,29404,24014.0,22896,16524,91,1634,459,22284.0,13750.0,151.0,1587.0,11737.0,9807.0,7040.0,5537.0,7100.0,398.0,1999.0,1193.0,9169.0,3654.0,261.0,5457.0,611.0,140.0,0.0,700,180,11477,4784,6039,414.0,156,14415.0,434,135,65,159,84,21.0,0.0
MUHORONI,37193,26368.0,25070,16932,141,384,2284,24021.0,11280.0,3156.0,2645.0,14115.0,6489.0,5931.0,2993.0,6933.0,632.0,2853.0,2456.0,1360.0,2369.0,315.0,7053.0,10460.0,345.0,0.0,791,230,10531,6764,5439,460.0,74,13645.0,395,120,89,223,131,14.0,0.0
NYANDO,38460,26570.0,24012,18947,162,1613,4150,22381.0,15745.0,5410.0,884.0,7938.0,2427.0,1868.0,6985.0,2404.0,366.0,2628.0,986.0,1016.0,2404.0,550.0,4888.0,1690.0,1164.0,0.0,663,263,12382,9027,6878,487.0,42,15105.0,297,124,66,131,142,28.0,0.0
NYAKACH,35553,26453.0,24338,18482,124,920,935,22850.0,12829.0,511.0,1611.0,10523.0,5868.0,4344.0,4206.0,7577.0,400.0,2916.0,2426.0,7430.0,2528.0,340.0,6498.0,1574.0,227.0,0.0,1061,408,10504,8090,7844,440.0,32,15071.0,677,289,88,178,112,22.0,0.0
HOMA BAY,262036,193812.0,184367,127914,1056,17770,5214,179727.0,68877.0,1977.0,21889.0,111932.0,58238.0,47972.0,16258.0,56152.0,3462.0,15109.0,23022.0,61360.0,18769.0,2532.0,53518.0,25278.0,3263.0,0.0,5830,2512,87253,36093,43402,8416.0,1973,106788.0,3457,1780,608,762,939,174.0,0.0
HOMA BAY,29318,16401.0,15287,10763,68,499,712,14776.0,5642.0,99.0,1725.0,9772.0,4272.0,3300.0,1466.0,3994.0,325.0,1741.0,2416.0,5257.0,1614.0,315.0,5302.0,2270.0,222.0,0.0,551,186,7288,3442,2833,596.0,31,8727.0,294,94,26,66,53,16.0,0.0
NDHIWA,48062,40976.0,40095,26414,217,439,559,39664.0,8752.0,337.0,7601.0,30245.0,14918.0,11860.0,3376.0,14761.0,869.0,2731.0,4692.0,16062.0,2732.0,403.0,14267.0,17233.0,328.0,0.0,1131,563,19548,6628,5856,862.0,1763,22526.0,552,242,60,138,201,36.0,0.0
RACHUONYO NORTH,41809,32414.0,30579,22122,153,3824,1325,29483.0,16472.0,154.0,1673.0,14962.0,7063.0,4294.0,5872.0,4168.0,350.0,2742.0,1340.0,13057.0,4247.0,452.0,5679.0,765.0,1494.0,0.0,609,278,15057,7564,10279,1556.0,23,18564.0,472,300,88,59,134,22.0,0.0
RACHUONYO EAST,27319,23388.0,22723,16064,120,186,247,22300.0,7449.0,91.0,2606.0,14948.0,8576.0,10275.0,840.0,13021.0,412.0,1456.0,3721.0,6550.0,1681.0,161.0,8042.0,1419.0,125.0,0.0,1161,303,11294,5233,4893,402.0,24,13734.0,475,355,152,209,117,6.0,0.0
RACHUONYO SOUTH,30990,23419.0,22592,15379,124,149,336,22164.0,6122.0,140.0,2608.0,14084.0,7991.0,7969.0,710.0,9752.0,355.0,1281.0,3930.0,8186.0,2352.0,224.0,7198.0,968.0,152.0,0.0,813,413,10889,4415,3523,342.0,25,13298.0,495,233,100,148,113,18.0,0.0
RANGWE,27003,22145.0,21456,14437,112,461,763,21005.0,7651.0,956.0,3273.0,12531.0,9251.0,6651.0,1420.0,5824.0,576.0,1863.0,4123.0,8898.0,2167.0,277.0,7448.0,1634.0,494.0,0.0,1030,536,9759,4852,4019,465.0,28,11676.0,753,348,43,66,105,16.0,0.0
SUBA NORTH,29766,17645.0,15729,11588,137,7173,865,14975.0,8722.0,81.0,782.0,7190.0,1731.0,1346.0,1399.0,2006.0,198.0,1726.0,1044.0,1431.0,1711.0,398.0,2914.0,424.0,333.0,0.0,283,101,6829,2290,6336,1876.0,40,9316.0,247,98,45,38,105,35.0,0.0
SUBA SOUTH,27769,17424.0,15906,11147,125,5039,407,15360.0,8067.0,119.0,1621.0,8200.0,4436.0,2277.0,1175.0,2626.0,377.0,1569.0,1756.0,1919.0,2265.0,302.0,2668.0,565.0,115.0,0.0,252,132,6589,1669,5663,2317.0,39,8947.0,169,110,94,38,111,25.0,0.0
MIGORI,240168,169958.0,160703,112935,915,6807,2995,156039.0,28039.0,0.0,24080.0,98634.0,62251.0,61576.0,5511.0,56025.0,4584.0,13375.0,21117.0,36245.0,16599.0,2541.0,54924.0,35791.0,0.0,0.0,7284,2712,80615,19304,36599,3192.0,855,93981.0,2942,1515,1512,822,848,116.0,0.0
AWENDO,27033,20101.0,19364,11848,108,176,233,18804.0,1635.0,0.0,2896.0,10379.0,6215.0,4837.0,654.0,9126.0,237.0,849.0,2975.0,5604.0,525.0,146.0,7076.0,10948.0,0.0,0.0,794,325,7703,2511,2369,25.0,247,9900.0,304,125,37,135,106,6.0,0.0
KURIA EAST,17363,14610.0,14100,10685,120,84,238,13830.0,4301.0,0.0,3013.0,11393.0,5016.0,8034.0,587.0,8068.0,1063.0,2150.0,3328.0,3312.0,4837.0,388.0,7583.0,1251.0,0.0,0.0,998,512,8248,2128,4536,176.0,8,8847.0,394,268,388,51,112,26.0,0.0
KURIA WEST,39781,28212.0,27060,19541,192,208,337,26535.0,5863.0,0.0,3580.0,19450.0,9870.0,16302.0,772.0,8328.0,1414.0,2969.0,4872.0,5988.0,4163.0,477.0,11080.0,1539.0,0.0,0.0,1658,406,14962,1716,6243,55.0,15,16530.0,487,251,866,158,178,25.0,0.0
NYATIKE,40257,26354.0,22692,19465,116,5723,1203,21396.0,7950.0,0.0,3345.0,10193.0,8735.0,6103.0,1056.0,1351.0,297.0,2510.0,691.0,2705.0,3151.0,763.0,3180.0,835.0,0.0,0.0,533,253,13922,3358,9420,2007.0,70,15920.0,349,199,39,62,89,28.0,0.0
RONGO,29087,19910.0,19175,12145,111,160,206,18699.0,1415.0,0.0,2691.0,9499.0,5982.0,5519.0,400.0,10016.0,423.0,919.0,2977.0,4629.0,651.0,153.0,7134.0,8328.0,0.0,0.0,1377,408,8208,2486,2188,19.0,119,10023.0,504,204,34,132,107,13.0,0.0
SUNA EAST,27302,18705.0,17871,12410,78,134,203,17353.0,1537.0,0.0,1937.0,12196.0,6177.0,5950.0,692.0,7795.0,349.0,1009.0,2153.0,4854.0,619.0,144.0,6411.0,3174.0,0.0,0.0,559,144,8598,2209,3703,216.0,19,10761.0,210,140,62,82,71,5.0,0.0
SUNA WEST,29251,17050.0,16192,10316,66,151,238,15736.0,2908.0,0.0,3183.0,9081.0,9022.0,5760.0,459.0,2270.0,308.0,1284.0,939.0,2302.0,1649.0,194.0,3974.0,579.0,0.0,0.0,540,323,6977,2137,3214,160.0,23,7773.0,403,216,45,36,64,5.0,0.0
URIRI,30094,25016.0,24249,16525,124,171,337,23686.0,2430.0,0.0,3435.0,16443.0,11234.0,9071.0,891.0,9071.0,493.0,1685.0,3182.0,6851.0,1004.0,276.0,8486.0,9137.0,0.0,0.0,825,341,11997,2759,4926,534.0,354,14227.0,291,112,41,166,121,8.0,0.0
KISII,308054,219853.0,207400,148742,810,1069,2972,194138.0,31358.0,0.0,12622.0,141895.0,18851.0,24900.0,4062.0,147402.0,7271.0,8830.0,44787.0,14773.0,41160.0,0.0,129308.0,29793.0,0.0,0.0,28865,3065,87010,4425,24514,1095.0,85,114896.0,11297,3856,666,1328,768,112.0,0.0
ETAGO,18610,15099.0,14505,9980,65,78,155,13639.0,2610.0,0.0,1430.0,10198.0,2505.0,2205.0,332.0,8568.0,398.0,746.0,3010.0,2328.0,2774.0,0.0,7313.0,6911.0,0.0,0.0,1457,198,6240,169,1420,102.0,5,7721.0,527,162,35,86,63,13.0,0.0
GUCHA,19657,15067.0,14317,10023,51,103,143,13349.0,1927.0,0.0,750.0,9267.0,1388.0,1971.0,343.0,9946.0,350.0,404.0,2085.0,1300.0,2233.0,0.0,9132.0,1979.0,0.0,0.0,1991,231,5796,274,1048,32.0,5,7666.0,1001,283,35,75,48,6.0,0.0
GUCHASOUTH,19732,15386.0,14658,10301,88,59,189,14291.0,3434.0,0.0,886.0,10459.0,1901.0,2173.0,600.0,9081.0,342.0,713.0,2745.0,3355.0,4223.0,0.0,9000.0,3355.0,0.0,0.0,1610,324,6307,229,1526,11.0,3,8357.0,885,446,46,78,85,21.0,0.0
KENYENYA,30989,23613.0,22334,15551,87,95,209,20895.0,2432.0,0.0,1762.0,15730.0,1592.0,3466.0,257.0,16501.0,868.0,709.0,3328.0,488.0,2815.0,0.0,13128.0,2646.0,0.0,0.0,4003,347,8600,581,1753,153.0,3,11290.0,1357,551,53,95,81,11.0,0.0
KISII CENTRAL,44311,24658.0,22477,17143,110,148,330,19737.0,1647.0,0.0,863.0,13871.0,1543.0,2264.0,250.0,16889.0,856.0,913.0,5322.0,237.0,2300.0,0.0,15368.0,3695.0,0.0,0.0,3486,223,9471,532,2630,23.0,11,13486.0,1145,344,81,190,103,11.0,0.0
KISII SOUTH,31696,22532.0,21174,14010,71,159,413,19966.0,2768.0,0.0,917.0,13488.0,2614.0,1875.0,397.0,16249.0,431.0,600.0,4684.0,2929.0,2662.0,0.0,11945.0,4139.0,0.0,0.0,2620,350,7918,221,2344,10.0,15,10751.0,924,234,50,166,63,10.0,0.0
KITUTU CENTRAL,41271,20197.0,18387,12935,70,79,277,16904.0,2017.0,0.0,644.0,10689.0,1865.0,1987.0,495.0,12077.0,457.0,814.0,3959.0,1377.0,2922.0,0.0,10197.0,1618.0,0.0,0.0,1935,206,6906,406,2697,33.0,17,10148.0,802,310,61,179,68,8.0,0.0
MARANI,26186,21857.0,20937,15460,82,102,203,20035.0,7851.0,0.0,622.0,16119.0,2007.0,1536.0,330.0,15128.0,599.0,1250.0,6551.0,2129.0,7854.0,0.0,14200.0,2218.0,0.0,0.0,2058,223,10090,525,3681,67.0,3,12111.0,742,262,119,116,79,5.0,0.0
MASABA SOUTH,29232,23932.0,22694,18011,31,82,341,21336.0,2890.0,0.0,2527.0,18773.0,1063.0,2952.0,598.0,16946.0,1632.0,1344.0,6354.0,110.0,6510.0,0.0,16125.0,1259.0,0.0,0.0,3375,332,11522,791,3670,543.0,5,14462.0,1707,477,70,151,29,3.0,0.0
NYAMACHE,30712,24952.0,23930,16774,93,103,582,22570.0,2258.0,0.0,1614.0,15565.0,1202.0,2874.0,203.0,17153.0,1014.0,848.0,4337.0,136.0,4559.0,0.0,15026.0,1115.0,0.0,0.0,4571,444,9258,435,2550,77.0,9,12297.0,1651,583,77,102,88,21.0,0.0
SAMETA,15658,12560.0,11987,8554,62,61,130,11416.0,1524.0,0.0,607.0,7736.0,1171.0,1597.0,257.0,8864.0,324.0,489.0,2412.0,384.0,2308.0,0.0,7874.0,858.0,0.0,0.0,1759,187,4902,262,1195,44.0,9,6607.0,556,204,39,90,61,3.0,0.0
NYAMIRA,150669,110028.0,102856,78946,461,509,1275,89330.0,10634.0,7009.0,73139.0,6117.0,13058.0,6094.0,1367.0,73928.0,6758.0,6525.0,27871.0,2934.0,24192.0,71185.0,11480.0,803.0,0.0,0.0,17463,1589,44501,3895,15487,449.0,27,59702.0,5932,1923,762,760,440,64.0,0.0
BORABU,19468,10890.0,9747,8312,88,75,152,8241.0,1209.0,1966.0,7949.0,525.0,2263.0,568.0,173.0,6641.0,1598.0,1156.0,3121.0,142.0,2587.0,7244.0,1470.0,102.0,0.0,0.0,2992,241,3983,1028,1947,119.0,11,6433.0,942,283,169,97,84,20.0,0.0
MANGA,23869,18096.0,16868,13024,78,92,269,14971.0,1566.0,767.0,11840.0,1319.0,1929.0,1040.0,204.0,13727.0,909.0,911.0,5775.0,99.0,4301.0,13268.0,2407.0,129.0,0.0,0.0,2638,285,7329,486,2207,32.0,2,10046.0,1011,321,156,177,77,5.0,0.0
MASABANORTH,27913,20678.0,19241,15031,82,93,238,17087.0,1921.0,1715.0,14621.0,972.0,2537.0,1200.0,304.0,14128.0,1207.0,1043.0,5775.0,137.0,4889.0,13799.0,1807.0,186.0,0.0,0.0,2685,219,9328,666,2461,50.0,4,11684.0,867,259,117,130,76,9.0,0.0
NYAMIRA NORTH,40446,31900.0,30306,22157,87,131,300,26777.0,2931.0,1510.0,21226.0,2210.0,4019.0,1326.0,320.0,20950.0,1616.0,1755.0,5446.0,1387.0,5678.0,18212.0,2669.0,172.0,0.0,0.0,4463,503,12624,907,5270,166.0,7,16364.0,1980,635,153,190,82,11.0,0.0
NYAMIRA SOUTH,38973,28464.0,26694,20422,126,118,316,22254.0,3007.0,1051.0,17503.0,1091.0,2310.0,1960.0,366.0,18482.0,1428.0,1660.0,7754.0,1169.0,6737.0,18662.0,3127.0,214.0,0.0,0.0,4685,341,11237,808,3602,82.0,3,15175.0,1132,425,167,166,121,19.0,0.0
NAIROBI,1506888,32258.0,16359,22818,279,697,3343,9867.0,0.0,0.0,7610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9573.0,0.0,0.0,0.0,0.0,2286,595,1242,1754,3863,286.0,1586,16471.0,3432,1813,154,1253,208,57.0,0.0
DAGORETTI,155089,5691.0,3298,3818,29,81,577,2319.0,0.0,0.0,2029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.0,0.0,0.0,0.0,0.0,577,116,160,340,548,15.0,548,2567.0,576,281,23,234,23,7.0,0.0
EMBAKASI,347955,3224.0,1361,2344,36,122,315,699.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,0.0,210,79,187,144,389,44.0,188,1593.0,405,202,11,137,22,10.0,0.0
KAMUKUNJI,84365,459.0,208,313,10,27,56,95.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,14,10,13,23,32,3.0,5,217.0,55,32,1,13,8,2.0,0.0
KASARANI,271290,6136.0,3349,4044,53,125,707,1904.0,0.0,0.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.0,0.0,0.0,0.0,0.0,423,112,156,226,636,27.0,286,2853.0,611,314,16,232,42,11.0,0.0
KIBRA,61690,737.0,334,522,9,41,71,187.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,44,12,45,35,71,7.0,7,364.0,74,72,5,34,5,1.0,0.0
LANG'ATA,62239,1712.0,1099,1012,35,50,258,533.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,135,38,134,158,180,18.0,37,675.0,141,58,40,52,29,7.0,0.0
MAKADARA,70361,639.0,199,503,4,14,45,106.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,32,11,15,18,64,5.0,51,371.0,106,63,4,34,2,1.0,0.0
MATHARE,74967,735.0,298,560,6,28,62,178.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,42,24,46,47,107,15.0,42,381.0,120,69,12,33,4,2.0,0.0
